---
title: sports.log
---
Session Start: Mon Sep 06 21:08:19 1999<br>
[21:08] *** Now talking in #sports<br>
[21:08] *** Topic is &#39;24-hour sports chat on MSNBC&#39;<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;honu&gt; WDC hi<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] * Timer 1 halted<br>
[21:10] *** Disconnected<br>
Session Close: Mon Sep 06 21:10:44 1999<br>
<br>
<br>
Session Start: Mon Sep 06 21:10:49 1999<br>
[21:10] *** Now talking in #sports<br>
[21:10] *** Topic is &#39;24-hour sports chat on MSNBC&#39;<br>
[21:10] 9:10pm Sync Information: Ops: 1(100%) Non Ops: 110(99%) Total: 111<br>
[21:10] 9:10pm Now compiling user data from #sports... (Current: 1)<br>
[21:10] [MSNBC-Bot VERSION]<br>
[21:10] *** sabra (~shout@xx.arlington-06-07rs.va.dial-access.att.net) has joined #sports<br>
[21:10] *** david_c (~david_c@xxxxxxxx.cvx3-bradley.dialup.earthlink.net) has left #sports<br>
[21:10] &lt;Sazzy&gt; hi wdc and thnx for the email :)<br>
[21:10] &lt;ChatBrat&gt; WDC...take care of my lightwork in here okay???  LOLOL<br>
[21:10] &lt;^Dorian&gt; resign:  yer welcome :))<br>
[21:10] * Timer 1 activated<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
[21:10] &lt;QID|YDL&gt; MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS MICROSOFT SUCKS<br>
